용도,일반명(한글),일반명(영문),CAS No,화학명,구조식,용해도,분자식,비점,분자량,증기압,외관,KowLogP,융점,밀도,코드명,코드설명,계통명
제초,디메테나미드피,Dimethenamid-P,163515-14-8,"(S)-2-chloro-N-(2,4-dimethyl-3-thienyl)-N-(2-methoxy-1-methylethyl)acetamide",,,C12H18CLNO2S,122.6℃/0.07 mmHg,275.8,122.6℃/0.07 mmHg,황갈색 투명 액체,1.89 (25℃),&#38;lt-50℃,1.195 (25℃),H15,장쇄 지방산 합성저해,amide
살균,디메토모르프,Dimethomorph,110488-70-5,"(EZ)-4-[3-(4-chlorophenyl)-3-(3,4-dimethoxyphenyl)acryloyl]morpholine",,"In water 81.1 (pH 4), 49.2 (pH 7), 41.8 (pH 9) (all in mg/L, 20℃).  In n-hexane 0.076 (E), 0.036 (Z), toluene 39.0 (E), 10.5 (Z), dichloromethane 296 (E), 165 (Z) (all in g/L).  In n-hexane 0.11, methanol 39, toluene 49.5, acetone 100, dichloromethane 461 (all for (E,Z), in g/L).",C21H22ClNO4,,387.9,,무색~off-white 분말 또는 결정,2.68,125.2-149.2℃,"1318 kg/m^3 (bulk, 20℃)",아5,"셀룰로오스 합성 저해 (디메토모르프, 벤티아발리카브, 발리페날레이트)",morpholine
살충,디메토에이트,Dimethoate,60-51-5,"O,O-dimethyl S-methylcarbamoylmethyl phosphorodithioate  or  2-dimethoxyphosphinothioylthio-N-methylacetamide",,,C5H12NO3PS2,117℃/0.1 mmHg,229.3,117℃/0.1 mmHg,무색 결정,,49-52℃ (purity 99.4%),"1.31 (20℃, 99.1% pure)",1b,유기인계,aliphatic amide organothiophosphate
생조,디메티핀,Dimethipin,55290-64-7,"2,3-dihydro-5,6-dimethyl-1,4-dithiine 1,1,4,4-tetraoxide",,In water 4600 mg/L (25℃).,C6H10O4S2,,210.3,,백색 결정 고체(Tech),-0.17,165℃,,비대상(생장조정제),생장조정제 비저항성 발생 농약,defoliants
균충,디메틸디설파이드,Dimethyl disulfide,624-92-0,dimethyl disulfide,,In water 2.5 g/L (20°C). Completely miscible with most organic solvents (15-25°C).,C2H6S2,109.6℃,94.2,109.6℃,황색 인화성 액체,,-84.7℃,1.062 (20℃),미분류(살충제),"아자디락틴, 디코폴 등","fumigant fungicides, fumigant insecticides"
살충,디메틸빈포스,Dimethylvinphos,67628-93-7,"(Z)-2-chloro-1-(2,4-dichlorophenyl)vinyl dimethyl phosphate",,"In water 130 ppm (20℃). In xylene 300-350, acetone 350-400, cyclohexanone 450-500 (all in g/L, 20℃).",C10H10Cl3O4P,,331.5,,백색 결정성 고체,3.12 (25℃),69-70℃,1.26 (25℃),1b,유기인계,organophosphate
살충,디메틸카베이트,dimethyl carbate,39589-98-5,"dimethyl cis-5-norbornene-2,3-dicarboxylate",,In water 1.32 × 10^4 mg/L (35℃).,C11H14O4,,210.2,,,1.780,38℃,,미분류,작용기구 불명,insect repellents
제초,디메퓨론,dimefuron,34205-21-5,"3-[4-(5-tert-butyl-2,3-dihydro-2-oxo-1,3,4-oxadiazol-3-yl)-3-chlorophenyl]-1,1-dimethylurea",,"In water 16 mg/L (20℃). Readily soluble in chloroform. Moderately soluble in acetone, acetonitrile, acetophenone and ethanol. Slightly soluble in benzene, toluene and xylene.",C15H19ClN4O3,,338.8,,무색 무취 결정,2.51,193℃,,C2,"광화학계 Ⅱ 저해(요소, 아미드 계)","oxadiazolone, phenylurea"
살충,디메플루트린,dimefluthrin,271241-14-6,"2,3,5,6-tetrafluoro-4-(methoxymethyl)benzyl (1RS,3RS1RS,3SR)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate or 2,3,5,6-tetrafluoro-4-(methoxymethyl)benzyl (1RS)-cis,trans-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate",,,C19H22F4O3,,374.4,,,,,,3a,합성피레스로이드계,pyrethroid ester
제초,디메피퍼레이트,Dimepiperate,61432-55-1,S-1-methyl-1-phenylethyl piperidine-1-carbothioate,,"In water 20 mg/L (25℃).  In acetone 6.2, chloroform 5.8, cyclohexanone 4.9, ethanol 4.1, hexane 2.0 (all in kg/L, 25℃).",C15H21NOS,164-168℃/0.75 mmHg,263.4,164-168℃/0.75 mmHg,왁스상 고체,4.02,38.8-39.3℃,1.08 (25℃),H15,장쇄 지방산 합성저해,unclassified
살균,디비이디시,DBEDC,7758-98-7(2),DBEDC(Dodecyl benzen sulfonate bis-ethylene diamine copper(Ⅱ) complex salt),,,C40H74CuN4O6S2,,834.7,,,,,,카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등","copper fungicides, inorganic herbicides"
살충,디사이클라닐,dicyclanil,112636-83-6,"4,6-diamino-2-cyclopropylaminopyrimidine-5-carbonitrile",,"In water 50 g/L (pH 7.2, 25℃).  In methanol 4.9 g/L (25℃).",C8H10N6,,190.2,,,2.9,,1.57 (21℃),17,사이로마진,unclassified insect growth regulators
제초,디사이클로논,dicyclonon,79260-71-2,"(RS)-1-dichloroacetyl-3,3,8a-trimethylperhydropyrrolo[1,2-a]pyrimidin-6-one",,,C12H18Cl2N2O2,,293.2,,,,,,미분류,작용기구 불명,herbicide safeners
살충,디설포톤,Disulfoton,298-04-4,"O,O-diethyl S-2-ethylthioethyl phosphorodithioate",,"In water 25 mg/L (20℃).  Readily miscible with n-hexane, dichloromethane, isopropanol and toluene.",C8H19O2PS3,128℃/1 mmHg,274.4,128℃/1 mmHg,무색 기름,3.95,<-25℃,1.144 (20℃),1b,유기인계,aliphatic organothiophosphate
살충,디스파루러,disparlure,29804-22-6,"(7RS,8SR)-7,8-epoxy-2-methyloctadecane",,,C19H38O,146-148℃/0.25 mmHg,282.5,146-148℃/0.25 mmHg,무색 점성 액체,,,0.828,미분류,작용기구 불명,"lepidopteran attractants, mating disrupters"
살충,디아펜티우론,Diafenthiuron,80060-09-9,"1-tert-butyl-3-(2,6-diisopropyl-4-phenoxyphenyl)thiourea",,"In water 0.06 mg/L (25℃).   In methanol 47, acetone 320, toluene 330, n-hexane 9.6, n-octanol 26 (all in g/L, 25℃).",C23H32N2OS,,384.6,,백색 분말,5.76,144.6-147.7℃,1.09 (20℃),12a,디아펜티우론,thiourea
살충,디알리포스,Dialifos,10311-84-9,"S-(RS)-2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate or N-[(RS)-2-chloro-1-(diethoxyphosphinothioylthio)ethyl]phthalimide",,In water 0.18 mg/L (25℃).,C14H17ClNO4PS2,,393.9,,,4.69,68℃,,1b,유기인계,"isoindole organothiophosphate, phthalimide"
제초,디에타틸,diethatyl,38725-95-0,"N-chloroacetyl-N-(2,6-diethylphenyl)glycine",,,C14H18ClNO3,,283.8,,,,,,K3,장쇄 지방산 합성저해,chloroacetanilide
제초,디에타틸에틸,diethatyl-ethyl,38727-55-8,"ethyl N-chloroacetyl-N-(2,6-diethylphenyl)glycinate",,In water 105 mg/L (25℃).,C16H22ClNO3,,311.8,,,3.6,49-50℃,,K3,장쇄 지방산 합성저해,chloroacetanilide
살균,디에토펜카브,Diethofencarb,87130-20-9,"isopropyl 3,4-diethoxycarbanilate",,"In water 27.64 mg/L (20℃).  In hexane 1.3, methanol 101, xylene 30 (all in g/kg, 20℃).",C14H21NO4,,267.3,,백색 결정성 고체,,98.3-100.9℃,1.19 (23℃),나2,미세소관 생합성 저해 (페닐카바메이트계),carbanilate
제초,디에톨레이트,dietholate,32345-29-2,"O,O-diethyl O-phenyl phosphorothioate",,In water 27.5 mg/L (25℃).,C10H15O3PS,,246.3,,,3.46,,,미분류,작용기구 불명,"herbicide safeners, synergists"
살충,디엘드린,dieldrin,60-57-1,"(1R,4S,4aS,5R,6R,7S,8S,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene or 1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo-1,4-exo-5,8-dimethanonaphthalene",,In water 0.195 mg/L (25℃).,C12H8Cl6O,330℃,380.9,330℃,,5.4,175.5℃,,2a,유기염소 시클로알칸계,cyclodiene
살충,디오페놀란,diofenolan,63837-33-2,"reaction mixture of (2RS,4SR)-4-(2-ethyl-1,3-dioxolan-4-ylmethoxy)phenyl phenyl ether (50%–80%) and  (2RS,4RS)-4-(2-ethyl-1,3-dioxolan-4-ylmethoxy)phenyl phenyl ether (50%–20%)",,In water 4.9 mg/L (25℃).,C18H20O4,,300.4,,,4.35,<25℃,,미분류,작용기구 불명,moulting inhibitors
전착,디옥틸소듐설포석시네이트,Dioctyl Sodium Sulfosuccinate,577-11-7,,,Water : 617 g/L(20℃) 유기용매 : n-Octanol : 814g/L(20℃,C20H37O7SNa,107℃ (101.3kPa),444.56,107℃ (101.3kPa),담황색 / 점질액상 / 특이취,,,1.106 (20℃),비대상(전착제),전착제 등 비저항성 발생 농약,
제초,디유론,Diuron,330-54-1,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",,"In water 37.4 mg/L (25℃). In acetone 53, butyl stearate 1.4, benzene 1.2 (all in g/kg, 27℃).  Sparingly soluble in hydrocarbons.",C9H10Cl2N2O,,233.1,,무색 결정,2.85±0.03 (25℃),158-159℃,1.48,C2,"광화학계 Ⅱ 저해(요소, 아미드 계)",phenylurea
제초,디캄바,Dicamba,1918-00-9,"3,6-dichloro-o-anisic acid  or  3,6-dichloro-2-methoxybenzoic acid",,,C8H6Cl2O3,>230℃,221.0,>230℃,"백색 입상 고체 (pure a.i., 992 g&#47;kg)",,114-116℃ (pure a.i.),1.488 (25℃),H04,인돌아세트산 유사작용,benzoic acid
생조,디케굴락소듐,dikegulac-sodium,52508-35-7,"sodium 2,3:4,6-di-O-isopropylidene-α-L-xylo-2-hexulofuranosonate",,"In water 590 g/L (25℃).  In methanol 390, ethanol 230, chloroform 63, acetone, DMF, cyclohexanone, hexane, dioxane <10 (all in g/kg, 25℃).",C12H17NaO7,,296.3,,무색 결정,-2.050,>300℃,,비대상(생장조정제),생장조정제 비저항성 발생 농약,growth inhibitors
살충,디코폴,Dicofol,115-32-2,"2,2,2-trichloro-1,1-bis(4-chlorophenyl)ethanol or α,α,α,4,4′-pentachloro-α-methylbenzhydryl alcohol",,"In water 0.8 mg/L (25℃).  In acetone, ethyl acetate, toluene 400, methanol 36, hexane, isopropanol 30 (all in g/L, 25℃).",C14H9Cl5O,193℃/360 mmHg (tech.),370.5,193℃/360 mmHg (tech.),무색 고체,4.30,78.5-79.5℃,1.45 (25℃) (tech.),미분류(살충제),"아자디락틴, 디코폴 등",bridged diphenyl acaricides
살충,디크레실,dicresyl,58481-70-2,cresyl methylcarbamate,,,C9H11NO2,,167.2,,,,,,미분류,작용기구 불명,phenyl methylcarbamate
살균,디클로란,dicloran,99-30-9,"2,6-dichloro-4-nitroaniline",,"In water 6.3 mg/L (20℃). In acetone 34, dioxane 40, chloroform 12, ethyl acetate 19, benzene 4.6, xylene 3.6, cyclohexane 0.06 (all in g/L, 20℃).",C6H4Cl2N2O2,,207.0,,황색 결정,2.8 (25℃),195℃,0.28 (bulk),바3,세포 과산화(에트리디아졸),aromatic
살충,디클로로프로펜,dichloropropene,542-75-6,"4,4′-dichloro-2,2′-methylenediphenol",,,C3H6Cl2,,,,,,,,,,
제초,디클로르미드,dichlormid,37764-25-3,"N,N-diallyl-2,2-dichloroacetamide",,"In water c. 5 g/L. In kerosene c. 15 g/L. Miscible with acetone, ethanol, and xylene.",C8H11Cl2NO,130℃/10 mmHg,208.1,130℃/10 mmHg,점성 투명 액체,1.84±0.03 (25℃),5.0-6.5℃ (tech.),1.202 (20℃),미분류,작용기구 불명,herbicide safeners
살충,디클로르보스,Dichlorvos,62-73-7,"2,2-dichlorovinyl dimethyl phosphate",,,C4H7Cl2O4P,"234.1℃/1×10^5 Pa, 74℃/1.3×10^2 Pa",221.0,"234.1℃/1×10^5 Pa, 74℃/1.3×10^2 Pa",무색 액체,,&#38;lt-80℃,1.425 (20℃),1b,유기인계,organophosphate
제초,디클로르프로프,dichlorprop,120-36-5,"(2RS)-2-(2,4-dichlorophenoxy)propionic acid",,"In water 350 mg/L (20℃). In acetone 595, isopropanol 510, benzene 85, toluene 69, xylene 51, kerosene 2.1 (all in g/L, 20℃).",C9H8Cl2O3,,235.1,,무색 결정,2.29,116-117.5℃,1.42,O,인돌아세트산 유사작용,phenoxypropionic
제초,디클로르프로프메틸,dichlorprop-methyl,57153-17-0,"methyl (2RS)-2-(2,4-dichlorophenoxy)propionate",,,C10H10Cl2O3,,249.1,,,,,,O,인돌아세트산 유사작용,phenoxypropionic
제초,디클로르프로프소듐,dichlorprop-sodium,39104-30-8,"sodium (2RS)-2-(2,4-dichlorophenoxy)propionate",,,C9H7Cl2NaO3,,257.0,,,,,,O,인돌아세트산 유사작용,phenoxypropionic
제초,디클로르프로프아이속틸,dichlorprop-isoctyl,28631-35-8,"iso-octyl (2RS)-2-(2,4-dichlorophenoxy)propionate",,,C17H24Cl2O3,,347.3,,"갈색, 주황색 투명 액체",6.690,<-37℃,c. 1.12,O,인돌아세트산 유사작용,phenoxypropionic
생조,디클로르프로프트리에탄올아민,Dichlorprop-triethanolamine,53404-48-1,"(RS)-2-(2,4-dichlorophenoxy)propionic acid, triethanolamine salt",,"in Water 0.71g/ℓ, Acetone 595g/ℓ, Benzene 85g/ℓ,  Toluene 69g/ℓ, Xylene 51g/ℓ",C9H8Cl2O3,,384.27,,담갈색 결정,,116-117.5℃,,비대상(생장조정제),생장조정제 비저항성 발생 농약,
생조,디클로르플루레놀,dichlorflurenol,69622-79-3,"2,7-dichloro-9-hydroxyfluorene-9-carboxylic acid",,,C14H8Cl2O3,,295.1,,,,,,비대상(생장조정제),생장조정제 비저항성 발생 농약,morphactins
살균,디클로메진,Diclomezine,62865-36-5,"6-(3,5-dichloro-p-tolyl)pyridazin-3(2H)-one",,In water 0.74 mg/L (25℃).,C11H8Cl2N2O,,255.1,,무색 결정,3.550,251.5℃,,미분류,작용기구 불명,unclassified fungicides
제초,디클로베닐,Dichlobenil,1194-65-6,"2,6-dichlorobenzonitrile",,,C7H3Cl2N,120℃에서 승화하기 시작,172.0,120℃에서 승화하기 시작,백색 결정성 고체,,143.8-144.3℃ (tech.),D_4^20=1.55,H29,세포벽(셀룰로오스) 합성저해,nitrile
살균,디클로뷰트라졸,diclobutrazol,75736-33-3,"(2RS,3RS)-1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pentan-3-ol",,In water 9 mg/L (20℃).,C15H19Cl2N3O,,328.2,,,3.8,147-149℃,,다3,"복합체Ⅲ: 퀴논 외측에서 시토크롬 bc1기능 저해 (아족시스트로빈, 피콕시스트로빈, 피라클로스트로빈, 크레속심메틸, 오리사스토로빈, 파목사돈, 페나미돈, 피리벤카브 등)",conazole
제초,디클로슐람,diclosulam,145701-21-9,"2′,6′-dichloro-5-ethoxy-7-fluoro[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonanilide",,"In water 6.32  ㎍/mL (20℃).  In acetone 0.797, acetonitrile 0.459, dichloromethane 0.217, ethyl acetate 0.145,     methanol 0.0813, octanol 0.00442, toluene 0.00588 (all in g/100 mL, 20℃).",C13H10Cl2FN5O3S,,406.2,,Off-white 고체,0.85 (pH 7),218-221℃,1.602 (20℃),B,분지 아미노산 생합성 저해,"sulfonanilide, triazolopyrimidine"
살균,디클로시메트,diclocymet,139920-32-4,"(RS)-2-cyano-N-[(R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutyramide",,In water 6.38 ㎍/mL (25℃).,C15H18Cl2N2O,,313.2,,담황색 결정성 고체,3.97 (25℃),154.4-156.6℃,1.24 (23℃),자2,탈수소 효소 기능 저해(페녹사닐),amide
살균,디클로졸린,dichlozoline,24201-58-9,"3-(3,5-dichlorophenyl)-5,5-dimethyl-1,3-oxazolidine-2,4-dione",,,C11H9Cl2NO3,,274.1,,,,,,미분류,작용기구 불명,"dichlorophenyl dicarboximide, oxazole"
살충,디클로펜티온,dichlofenthion,97-17-6,"O-2,4-dichlorophenyl O,O-diethyl phosphorothioate",,In water 0.085 mg/100 mL (20℃).  Miscible with most organic solvents.,C10H13Cl2O3PS,,315.2,,무색 액체,5.27 (23℃),,1.321 (20℃),1b,유기인계,phenyl organothiophosphate
제초,디클로포프,diclofop,40843-25-2,"(RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionic acid",,"In water 0.453 (pH 5), 122.7 (pH 7), 127.4 (pH 9) (all in g/L, 20℃).",C15H12Cl2O4,,327.2,,황백색 고체,"2.81 (pH 5), 1.61 (pH 7)",118-122℃,1.4 (20℃),A,아세틸 CoA 카르복실화 효소 저해,aryloxyphenoxypropionic
제초,디클로포프메틸,Diclofop-methyl,51338-27-3,"methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate",,"In water 0.8 mg/L (pH 5.7, 20℃). In acetone, dichloromethane, DMSO, ethyl acetate, toluene >500 g/L. In polyethylene glycol 148, methanol 120, isopropanol 51, n-hexane 50 (all in g/L, 20℃).",C16H14Cl2O4,,341.2,,무색 결정,4.58,39-41℃,1.30 (40℃),A,아세틸 CoA 카르복실화 효소 저해,aryloxyphenoxypropionic
살균,디클로플루아니드,Dichlofluanid,1085-98-9,"N-dichlorofluoromethylthio-N`,N`-dimethyl-N-phenylsulfamide",,"In water 1.3 mg/L (20℃). In dichloromethane >200, toluene 145, isopropanol 10.8, hexane 2.6 (all in g/L, 20℃).",C9H11Cl2FN2O2S2,,333.2,,무색 무취 결정성 분말,3.7 (21℃),106℃,,카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등",phenylsulfamide
살균,디티아논,Dithianon,3347-22-6,"5,10-dihydro-5,10-dioxonaphtho[2,3-b]-1,4-dithi-in-2,3-dicarbonitrile",,,`,`,`,`,암갈색 결정,`,`,`,카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등",quinone
제초,디티오피르,Dithiopyr,97886-45-8,"S,S′-dimethyl 2-difluoromethyl-4-isobutyl-6-trifluoromethylpyridine-3,5-dicarbothioate",,,C15H16F5NO2S2,,401.4,,무색 결정,5.88,65℃,1.41 (25℃),H03,미소관 조합 저해,pyridine
살충,디티크로포스,dithicrofos,41219-31-2,"S-[(RS)-6-chloro-3,4-dihydro-2H-1-benzothiin-4-yl] O,O-diethyl phosphorodithioate",,,C13H18ClO2PS3,,368.9,,,,,,미분류,작용기구 불명,benzothiopyran organothiophosphate
기타,디파시논소듐,diphacinone-sodium,42721-99-3,sodium 2-(diphenylacetyl)-3-oxo-3H-inden-1-olate,,,C23H15NaO3,,362.4,,,,,,비대상(기타),기타 비저항성 발생 농약,indandione rodenticides
제초,디페나미드,Diphenamid,957-51-7,"N,N-dimethyl-2,2-diphenylacetamide",,"In water 260 mg/L (27℃).  Moderately soluble in polar organic solvents. In acetone 189, DMF 165,  xylene 50 (all in g/L, 27℃).",C16H17NO,,239.3,,무색 결정,2.170,134.5-135.5℃,1.17 (23.3℃),K3,장쇄 지방산 합성저해,amide
기타,디페나코움,difenacoum,56073-07-5,"3-[(1RS,3RS,1RS,3SR)-3-biphenyl-4-yl-1,2,3,4-tetrahydro-1-naphthyl]-4-hydroxycoumarin",,"In water 31 × 10^-3 (pH 5.2), 2.5 (pH 7.3), 84 (pH 9.3) (all in mg/L, 20℃).  Slightly soluble in alcohols. In acetone, chloroform >50, ethyl acetate 2, benzene 0.6 (all in g/L, 25℃).",C31H24O3,,444.5,,무색 무취 결정,">7 (calc., unionised)",215-217℃,1.27 (21.5℃),비대상(기타),기타 비저항성 발생 농약,coumarin rodenticides
살균,디페노코나졸,Difenoconazole,119446-68-3,"cis,trans-3-chloro-4-[(2RS,4RS2RS,4SR)-4-methyl-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-2-yl]phenyl 4-chlorophenyl ether",,"&#38;quotIn water 15.0 mg/L (20-25℃).   In acetone&#38;gt500, dichloromethane&#38;gt500, ethyl acetate&#38;gt500,hexane3,methanol&#38;gt500,octanol 110, toluene&#38;gt500 (all in g/L, 20℃).    &#38;quot",C19H17Cl2N3O3,100.8℃/3.7 mPa,406.3,100.8℃/3.7 mPa,백색~옅은 베이지색 결정,4.36,82.0-83.0℃,1.40 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",triazol
제초,디페노펜텐,difenopenten,81416-44-6,"(E)-(RS)-4-[4-(α,α,α-trifluoro-p-tolyloxy)phenoxy]pent-2-enoic acid",,,C18H15F3O4,,352.3,,,,,,미분류,작용기구 불명,phenoxy
제초,디페노펜텐에틸,difenopenten-ethyl,71101-05-8,"ethyl (E)-(RS)-4-[4-(α,α,α-trifluoro-p-tolyloxy)phenoxy]pent-2-enoate",,,C20H19F3O4,,380.4,,,,,,미분류,작용기구 불명,phenoxy
기타,디페티알론,difethialone,104653-34-1,"3-[(1RS,3RS,1RS,3SR)-3-(4′-bromobiphenyl-4-yl)-1,2,3,4-tetrahydro-1-naphthyl]-4-hydroxy-1-benzothiin-2-one  where the ratios of the racemates (1RS,3RS) to (1RS,3SR) lie within the ranges 0–15 to 85–100 respectively",,"In water 0.39 mg/L (25℃). In ethanol 0.7, methanol 0.47, hexane 0.2, chloroform 40.8, DMF 332.7, acetone 4.3 (all in g/L, 20-25℃).",C31H23BrO2S,,539.5,,"백색, 담황색 분말",5.17,233-236℃,1.3614 (25℃),비대상(기타),기타 비저항성 발생 농약,coumarin rodenticides
제초,디펜조쾃,difenzoquat,49866-87-7,"1,2-dimethyl-3,5-diphenylpyrazolium",,,C17H17N2,,249.3,,,0.710,,,미분류,작용기구 불명,"pyrazole, quaternary ammonium"
살충,디플로비다진,diflovidazin,162320-67-4,"3-(2-chlorophenyl)-6-(2,6-difluorophenyl)-1,2,4,5-tetrazine",,"In water 0.2± 0.03 mg/L (20℃). In acetone 24, methanol 1.3, hexane 168 (all in g/L, 20℃).",C14H7ClF2N4,211.2±0.05℃,304.7,211.2±0.05℃,암적색 무취 결정,3.7±0.07 (20℃),185.4±0.1℃,1.574±0.010,10a,"클로펜테진, 헥시티아족스","mite growth regulators, tetrazine acaricides"
살균,디플루메토림,diflumetorim,130339-07-0,(RS)-5-chloro-N-{1-[4-(difluoromethoxy)phenyl]propyl}-6-methylpyrimidin-4-ylamine,,In water 33 mg/L (25℃). Readily soluble in most organic solvents.,C15H16ClF2N3O,,327.8,,담황색 결정,4.17 (pH 6.86),46.9-48.7℃,1.370 (25℃),다1,복합체Ⅰ의 NADH 산화환원효소 저해,pyrimidine
살충,디플루벤주론,Diflubenzuron,35367-38-5,"N-{[(4-chloropenyl)amino]carbonyl}-2,6-difluorobenzamide",,,C14H9ClF2N2O2,257℃/40.0 kPa (tech.),310.7,257℃/40.0 kPa (tech.),무색 결정,3.89,223.5-224.5℃,1.57 (20℃),15,벤조일요소계,benzoylphenylurea chitin synthesis inhibitors
제초,디플루페니칸,Diflufenican,83164-33-4,"2′,4′-difluoro-2-(α,α,α-trifluoro-m-tolyloxy)nicotinanilide",,"In water <0.05 mg/L (25℃).  Soluble in most organic solvents, e.g. acetone 72.2, ethyl acetate 65.3, methanol 4.7, acetonitrile 17.6,    dichloromethane 114.0, n-heptane 0.75, toluene 35.7, n-octanol 1.9 (all in g/L, 20℃).",C19H11F5N2O2,,394.3,,백색 결정성 고체,4.2,159.5℃,1.54,F1,카로티노이드 생합성 저해(PDS),"anilide, pyridine"
제초,디플루펜조피르,diflufenzopyr,109293-97-2,"2-{(E)-1-[4-(3,5-difluorophenyl)semicarbazono]ethyl}nicotinic acid",,"In water 63 (pH 5), 5850 (pH 7), 10546 (pH 9) ppm (25℃).",C15H12F2N4O3,,334.3,,Off-white 무취 고체,0.037 (pH 7),135.5℃,0.24 (25℃),P,옥신이동 저해,urea
제초,디플루펜조피르소듐,diflufenzopyr-sodium,109293-98-3,"sodium 2-{(E)-1-[4-(3,5-difluorophenyl)semicarbazono]ethyl}nicotinate",,,C15H11F2N4NaO3,,356.3,,,,,,P,옥신이동 저해,urea
제초,락토펜,lactofen,77501-63-4,"ethyl O-[5-(2-chloro-α,α,α-trifluoro-p-tolyloxy)-2-nitrobenzoyl]-DL-lactate",,In water <1 mg/L (20℃).,C19H15ClF3NO7,,461.8,,암갈색~황갈색,4.81,44-46℃,1.391 (25℃),E,엽록소 생합성 저해,nitrophenyl ether
살충,람다사이할로트린,Lambda-cyhalothrin,91465-08-6,"(s)-α-cyano-3-phenoxybenzyl(Z)- (1R,3R)-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropanecarboxylate and (R)-α-cyano-3-phenoxybenzyl(Z)- (1S,3S)-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropanecarboxylate",,,C23H19ClF3NO3,Does not boil at atmospheric pressure,449.9,Does not boil at atmospheric pressure,무색 고체,,49.2℃,1.33 g/mL (25℃),3a,합성피레스로이드계,pyrethroid ester
